id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1608553591320485888|https://twitter.com/Tessa_Shinoda/status/1608553591320485888|2022-12-29 20:00:36+00:00|Au début j'aimais bien cette trend yavais des bonnes suggestions mais maintenant j'ai Eglatine, 14 ans qui pense que The Song Of Achille c'est sur côté je peux pas vraiment twitter.com/IordcieI/statu…||0|0|2
1599109737294929920|https://twitter.com/HaeMyaMina/status/1599109737294929920|2022-12-03 18:34:06+00:00|J'ai finalement craquer et acheter the song of Achille en VO. Si je pleure c'est votre faute à tous.||0|0|0
1574094343287480320|https://twitter.com/issei_wife/status/1574094343287480320|2022-09-25 17:51:51+00:00|"@yukisade Alors comme tu es gay en plus je te conseillerai le chant d’Achille ( the song of a achilles si tu préfères lire en anglais ) j’ai pas lu mais apparement c’est archi bien
La saga de livre bridgerton aussi ( pas de fantaisie par contre et y’a une série )"||2|0|1
1564559242786476032|https://twitter.com/sarcasticssatan/status/1564559242786476032|2022-08-30 10:22:46+00:00|@anaiisadamo The song of Achille, c'est de la mythologie grecque||0|0|0
1558903889562423298|https://twitter.com/eveIynfilms/status/1558903889562423298|2022-08-14 19:50:24+00:00|bon bon bon, est ce que the song of achille est worth it ou c’est sur côté? je cherche des livres à acheter💃🏻||1|0|0
1556058572408094722|https://twitter.com/gnfzluvr/status/1556058572408094722|2022-08-06 23:24:08+00:00|@gr4pejuicelover the song of achille, words in deep blue, red white and blue royal et the roommate pour toi, je voulais prendre the seven husbands of evelyn hugo mais ça commençait déjà à faire cher donc flemme||4|0|0
1541724003227901952|https://twitter.com/lstnurheart/status/1541724003227901952|2022-06-28 10:03:40+00:00|Je me remettrai JAMAIS de ma colère contre Achille dans the song of achilles vous m'entendez !!!!!!!!!!||0|0|0
1599109737294929920|https://twitter.com/HaeMyaMina/status/1599109737294929920|2022-12-03 18:34:06+00:00|J'ai finalement craquer et acheter the song of Achille en VO. Si je pleure c'est votre faute à tous.||0|0|0
1574094343287480320|https://twitter.com/issei_wife/status/1574094343287480320|2022-09-25 17:51:51+00:00|"@yukisade Alors comme tu es gay en plus je te conseillerai le chant d’Achille ( the song of a achilles si tu préfères lire en anglais ) j’ai pas lu mais apparement c’est archi bien
La saga de livre bridgerton aussi ( pas de fantaisie par contre et y’a une série )"||2|0|1
1564559242786476032|https://twitter.com/sarcasticssatan/status/1564559242786476032|2022-08-30 10:22:46+00:00|@anaiisadamo The song of Achille, c'est de la mythologie grecque||0|0|0
1558903889562423298|https://twitter.com/eveIynfilms/status/1558903889562423298|2022-08-14 19:50:24+00:00|bon bon bon, est ce que the song of achille est worth it ou c’est sur côté? je cherche des livres à acheter💃🏻||1|0|0
1556058572408094722|https://twitter.com/gnfzluvr/status/1556058572408094722|2022-08-06 23:24:08+00:00|@gr4pejuicelover the song of achille, words in deep blue, red white and blue royal et the roommate pour toi, je voulais prendre the seven husbands of evelyn hugo mais ça commençait déjà à faire cher donc flemme||4|0|0
1541724003227901952|https://twitter.com/lstnurheart/status/1541724003227901952|2022-06-28 10:03:40+00:00|Je me remettrai JAMAIS de ma colère contre Achille dans the song of achilles vous m'entendez !!!!!!!!!!||0|0|0
1520377997877989376|https://twitter.com/127hachiki/status/1520377997877989376|2022-04-30 12:22:16+00:00|"le chant d’Achille (the song of achilles)
★ ★ ★ ★ ★ .5
mon livre préféré de tout les temps j’en suis amoureuse!! le livre qui m’a introduit la mythologie grecque j’en suis passionnée à l’heure d’aujourd’hui merci Madeline Miller https://t.co/YjDEsJomNY"||0|0|1
1504957042838188039|https://twitter.com/chxcharrasco/status/1504957042838188039|2022-03-18 23:04:54+00:00|"Troie (2004) | Wolfgang Peterson | Guerre 

• à la place d’hélène… j’aurais fait EXACTEMENT la même chose VOUS AVEZ VU ORLANDO BLOOM??
• par contre on veut me faire croire qu’achille et patrocle étaient cousins alors que j’ai lu the song of achilles🧐
• hector deserved better https://t.co/tBlrMlUOPr"||1|0|2
1480887215521775617|https://twitter.com/morphobIeu/status/1480887215521775617|2022-01-11 13:00:00+00:00|@prettychri Ok je prends commande j'aimerais The song of achille en anglais merci le sang &lt;3||1|0|0
1477587335491592194|https://twitter.com/angelviszth/status/1477587335491592194|2022-01-02 10:27:27+00:00|"fevrier : the song of achilles et Aristotle and Dante discover the secrets of the universe 
j’adore la mythologie grecque et j’ai toujours pensé que patrocle et achille s’aimaient.
je sais pas quoi dire pour aridante juste achetez c’est génial"||1|0|1
1467943062160695301|https://twitter.com/tomyfirst_mp4/status/1467943062160695301|2021-12-06 19:44:33+00:00|écouter des playlist inspirée de the song of Achille pour répondre à mymy c'est la vie que j'ai décidé de mener||1|0|0
1451542838873890816|https://twitter.com/hsgoldensuit/status/1451542838873890816|2021-10-22 13:35:55+00:00|ma pote lit the song of achille purée on avait dit cet été||0|0|0
1440731395232436231|https://twitter.com/Tessa_Shinoda/status/1440731395232436231|2021-09-22 17:35:06+00:00|OUI je viens de réaliser que The song of Achille est en fait raconté par Patrocles a Tetis, la fin a un tout autre sens, I'm crying||0|0|0
1438213294733602818|https://twitter.com/yellouis_home/status/1438213294733602818|2021-09-15 18:49:04+00:00|PAR CONTRE j'ai terminé le chant d'Achille mais j'ai archi envie de commencé The song of Achilles. OUI C'EST EXACTEMENT LE MÊME MAIS PAS DANS LA MÊME LANGUE OKAY||0|0|3
