id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1593297818655113217|https://twitter.com/mattbell333/status/1593297818655113217|2022-11-17 17:39:36+00:00|"@RaymondHarvey Quand tu annonces tes choses au grand jour c'est que tu es foutrement désespéré---Sun Tzu Bell---
The Art of War 2022."||0|0|1
1591280865723977728|https://twitter.com/AlionaDenissova/status/1591280865723977728|2022-11-12 04:04:57+00:00|"➡️""So in war, the way is to avoid what is strong and to strike at what is weak""
Sun Tzú. The art of war.
""En guerre, l'art est d'éviter ce qui est fort et frapper ce qui est faible""
Sun Tszou, L'Art de la Guerre
C'est exactement ce que les Russes st en train de faire Avec succès. twitter.com/AlionaDenissov… https://t.co/cSvo7jBFFL"||0|2|2
1589961670860111872|https://twitter.com/TristanNgamije/status/1589961670860111872|2022-11-08 12:42:57+00:00|"@JustineHabiman2 ""En faisant des dispositions tactiques, le plus haut point que vous pouvez atteindre est de les dissimuler."" 

-Sun Tzu, The Art of War"||0|1|3
1585738557783965696|https://twitter.com/PascalSaysset/status/1585738557783965696|2022-10-27 21:01:48+00:00|"@stevenmarkryan Chronologically:
- 20000 lieux sous les mers, Jules Vernes
- Discours de la méthode, René Descartes
- Thus Spoke Zarathustra, Friedrich Nietzsche
- Cycle of Dune (the whole hexalogy), Franck Herbert
- Unlimited Power, Anthony Robbins
- Art of War, Sun Tzu"||0|0|1
1584039143306579968|https://twitter.com/empressanle/status/1584039143306579968|2022-10-23 04:28:56+00:00|@Yonitteur @7ryuuk Tu devrais lire The art of war de Sun Tzu c’est le plus ancien livre parlant de la guerre (écrit 5000 avant J-C)!! Perso j’ai trop aimé||1|0|0
1576749728297291776|https://twitter.com/Quentin_Duret_1/status/1576749728297291776|2022-10-03 01:43:24+00:00|"On ne gagne pas un combat dans la panique. C’est le guerrier « sans émotion » , réservé , calme , détaché qui gagne , pas la tête brûlée en quête de vengeance et ni l’ambitieux chercheur de fortune. D.L
SUN TZU | The Art Of War « l’art de la guerre »"||1|0|1
1593297818655113217|https://twitter.com/mattbell333/status/1593297818655113217|2022-11-17 17:39:36+00:00|"@RaymondHarvey Quand tu annonces tes choses au grand jour c'est que tu es foutrement désespéré---Sun Tzu Bell---
The Art of War 2022."||0|0|1
1591280865723977728|https://twitter.com/AlionaDenissova/status/1591280865723977728|2022-11-12 04:04:57+00:00|"➡️""So in war, the way is to avoid what is strong and to strike at what is weak""
Sun Tzú. The art of war.
""En guerre, l'art est d'éviter ce qui est fort et frapper ce qui est faible""
Sun Tszou, L'Art de la Guerre
C'est exactement ce que les Russes st en train de faire Avec succès. twitter.com/AlionaDenissov… https://t.co/cSvo7jBFFL"||0|2|2
1589961670860111872|https://twitter.com/TristanNgamije/status/1589961670860111872|2022-11-08 12:42:57+00:00|"@JustineHabiman2 ""En faisant des dispositions tactiques, le plus haut point que vous pouvez atteindre est de les dissimuler."" 

-Sun Tzu, The Art of War"||0|1|3
1585738557783965696|https://twitter.com/PascalSaysset/status/1585738557783965696|2022-10-27 21:01:48+00:00|"@stevenmarkryan Chronologically:
- 20000 lieux sous les mers, Jules Vernes
- Discours de la méthode, René Descartes
- Thus Spoke Zarathustra, Friedrich Nietzsche
- Cycle of Dune (the whole hexalogy), Franck Herbert
- Unlimited Power, Anthony Robbins
- Art of War, Sun Tzu"||0|0|1
