id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1609172578974703617|https://twitter.com/Vertige__/status/1609172578974703617|2022-12-31 13:00:14+00:00|"@lucieazm Tomorrow and tomorrow and tomorrow 
Babel 
All Passion Spent 
My dark Vanessa 
The book Thief 
Hamnet 
Salt houses 
White Oleander 

Trop dur d’en choisir 1/120 mais ceux-là m’auront beaucoup marqué"||0|0|2
1608915028547338242|https://twitter.com/Her_Hollow_Ways/status/1608915028547338242|2022-12-30 19:56:49+00:00|"En terme de livres sans images, part 2 :
- The Book Thief 
- Betty
- Shit Cassandra Saw
- Le Pigeon https://t.co/MquOSIOxGj"||1|0|0
1607447664945205248|https://twitter.com/vantxian/status/1607447664945205248|2022-12-26 18:46:02+00:00|Elle a quand même laissé the thirteenth tale, rebecca et the book thief, pour me prendre mes divergent, livres de chevaux et le book 1 and 4 de twilight, JE SUIS GAGNANTE||0|0|0
1607313360466460672|https://twitter.com/_batou_/status/1607313360466460672|2022-12-26 09:52:22+00:00|"En particulier, elle a abordé le traitement de la Soah au cinéma à plusieurs reprises : - ""Remembering With A Twist - A Jojo Rabbit &amp; The Book Thief Video Essay"" (passionnant, elle a changé ma vision de Jojo Rabbit) 
youtube.com/watch?v=zcOVAt…"||2|0|1
1606634344495431680|https://twitter.com/calciferseason/status/1606634344495431680|2022-12-24 12:54:12+00:00|"@clznssa vasy ça marche!! je savais que ça n’allait pas bien se terminer🤦🏿‍♀️

(the book thief, tu me feras un retour aussi ! la fin je m’y attendais tellement pas que j’ai pleuré à très chaudes larmes)"||1|0|0
1601507900169809920|https://twitter.com/ritxitrena/status/1601507900169809920|2022-12-10 09:23:32+00:00|The Book Thief (2013 Brian Percival) Sophie Nélisse, Geoffrey Rush, Emily Watson, #zina #trains trenes, #trenak 🚂 https://t.co/9zINqCUfb3|'zina', 'trains', 'trenak'|0|5|28
1599711939869147138|https://twitter.com/rezende/status/1599711939869147138|2022-12-05 10:27:02+00:00|@AliceDeveley 'The Book Thief' (je n'ai pas trouvé comment ça s'appelle en français)||0|0|0
1596246698871123968|https://twitter.com/beomg131/status/1596246698871123968|2022-11-25 20:57:24+00:00|the book thief j’essaye mais rho c’est ennuyant||1|0|0
1588563768476602369|https://twitter.com/Jennings18Karl/status/1588563768476602369|2022-11-04 16:08:11+00:00|@sophiegrenham @EvaArrighi The Book Thief, library montage, with actress Sophie Nélisse. https://t.co/P0u7OiNhAK||0|0|2
1576928692994834432|https://twitter.com/marinemaunier__/status/1576928692994834432|2022-10-03 13:34:32+00:00|@amcercate The book Thief (pour les cours donc tranquille) et if we were villains (recommandé par Salma Léa et Emma jejdjd)||1|0|1
1561391603754815490|https://twitter.com/lyfsuxoxo/status/1561391603754815490|2022-08-21 16:35:42+00:00|"- Tomorrow, and Tomorrow, and Tomorrow de Gabrielle Zevin (le dernier en date, j'ai pleuré non-stop pendant genre 5 heures)
- A Little Life de Hanya Yanagihara (évidemment)
- Just Kids de Patti Smith
- The Book Thief de Markus Zusak (à l'ancienne, tsais) twitter.com/IllanaWeizman/…"||1|0|0
1561096596368101377|https://twitter.com/victorrvaIe/status/1561096596368101377|2022-08-20 21:03:27+00:00|the book thief porte encore les traces de mes larmes et evelyn hugo et betty m'ont anéantie twitter.com/IllanaWeizman/…||2|0|5
1547794894164357121|https://twitter.com/daydreaminig/status/1547794894164357121|2022-07-15 04:07:14+00:00|little women, the book thief, la vita è bella, les choristes... twitter.com/VEHOOM/status/…||0|0|0
1607447664945205248|https://twitter.com/vantxian/status/1607447664945205248|2022-12-26 18:46:02+00:00|Elle a quand même laissé the thirteenth tale, rebecca et the book thief, pour me prendre mes divergent, livres de chevaux et le book 1 and 4 de twilight, JE SUIS GAGNANTE||0|0|0
1607313360466460672|https://twitter.com/_batou_/status/1607313360466460672|2022-12-26 09:52:22+00:00|"En particulier, elle a abordé le traitement de la Soah au cinéma à plusieurs reprises : - ""Remembering With A Twist - A Jojo Rabbit &amp; The Book Thief Video Essay"" (passionnant, elle a changé ma vision de Jojo Rabbit) 
youtube.com/watch?v=zcOVAt…"||2|0|1
1606634344495431680|https://twitter.com/calciferseason/status/1606634344495431680|2022-12-24 12:54:12+00:00|"@clznssa vasy ça marche!! je savais que ça n’allait pas bien se terminer🤦🏿‍♀️

(the book thief, tu me feras un retour aussi ! la fin je m’y attendais tellement pas que j’ai pleuré à très chaudes larmes)"||1|0|0
1601507900169809920|https://twitter.com/ritxitrena/status/1601507900169809920|2022-12-10 09:23:32+00:00|The Book Thief (2013 Brian Percival) Sophie Nélisse, Geoffrey Rush, Emily Watson, #zina #trains trenes, #trenak 🚂 https://t.co/9zINqCUfb3|'zina', 'trains', 'trenak'|0|5|28
1599711939869147138|https://twitter.com/rezende/status/1599711939869147138|2022-12-05 10:27:02+00:00|@AliceDeveley 'The Book Thief' (je n'ai pas trouvé comment ça s'appelle en français)||0|0|0
1596246698871123968|https://twitter.com/beomg131/status/1596246698871123968|2022-11-25 20:57:24+00:00|the book thief j’essaye mais rho c’est ennuyant||1|0|0
1588563768476602369|https://twitter.com/Jennings18Karl/status/1588563768476602369|2022-11-04 16:08:11+00:00|@sophiegrenham @EvaArrighi The Book Thief, library montage, with actress Sophie Nélisse. https://t.co/P0u7OiNhAK||0|0|2
1576928692994834432|https://twitter.com/marinemaunier__/status/1576928692994834432|2022-10-03 13:34:32+00:00|@amcercate The book Thief (pour les cours donc tranquille) et if we were villains (recommandé par Salma Léa et Emma jejdjd)||1|0|1
1561391603754815490|https://twitter.com/lyfsuxoxo/status/1561391603754815490|2022-08-21 16:35:42+00:00|"- Tomorrow, and Tomorrow, and Tomorrow de Gabrielle Zevin (le dernier en date, j'ai pleuré non-stop pendant genre 5 heures)
- A Little Life de Hanya Yanagihara (évidemment)
- Just Kids de Patti Smith
- The Book Thief de Markus Zusak (à l'ancienne, tsais) twitter.com/IllanaWeizman/…"||1|0|0
1561096596368101377|https://twitter.com/victorrvaIe/status/1561096596368101377|2022-08-20 21:03:27+00:00|the book thief porte encore les traces de mes larmes et evelyn hugo et betty m'ont anéantie twitter.com/IllanaWeizman/…||2|0|5
1547794894164357121|https://twitter.com/daydreaminig/status/1547794894164357121|2022-07-15 04:07:14+00:00|little women, the book thief, la vita è bella, les choristes... twitter.com/VEHOOM/status/…||0|0|0
1531248460648824833|https://twitter.com/calciferseason/status/1531248460648824833|2022-05-30 12:17:36+00:00|cette année, the book thief twitter.com/SCORPIOMEADOWS…||0|0|1
1529160558045437952|https://twitter.com/uwuspencer/status/1529160558045437952|2022-05-24 18:01:02+00:00|@enbypouffe Sinon registre très différent mais y'a The Book Thief que j'ai lu en anglais et qui est très intéressant aussi||0|0|1
1517183004615098370|https://twitter.com/quirkysquidward/status/1517183004615098370|2022-04-21 16:46:30+00:00|"@dezikla raaah mais comment t’as fait wsh je suis encore à la moitié de mon livre de 600 pages 😩
Compil des livres dans ma chambre que j’aime bien: 
The book thief - red white and royal blue - how to make friends with the dark - love letters to the dead - heartstopper (sur webtoon!!)"||1|0|1
1506822990801031176|https://twitter.com/dtosaturn/status/1506822990801031176|2022-03-24 02:39:31+00:00|terminé the book thief https://t.co/QJ7dnHpylZ||0|0|0
1503003384663535619|https://twitter.com/thewasteIands/status/1503003384663535619|2022-03-13 13:41:46+00:00|@surIesnerfs les audibooks pour daisy jones and the six, evelyn hugo, dracul (dacre stocker), circe, the book thief, the poet x, the poppy war j’ai grave aimé. et sinon si tu penses ecouter bcp d’audiobooks scribd c’est mieux pcq t’as accès à tt le catalogue alors que audible c 1 par mois||0|0|0
1500430806094864385|https://twitter.com/velvetfIavor/status/1500430806094864385|2022-03-06 11:19:15+00:00|pour les couleurs c'est violet et jaune mais comme c'est the book thief hein évidemment que j'ai pris celui-là||0|0|0
1494322151356178439|https://twitter.com/wavestyls/status/1494322151356178439|2022-02-17 14:45:38+00:00|y’a cette édition de the book thief sur vinted…. twitter.com/wavestyls/stat…||0|0|0
1490735807799439364|https://twitter.com/avestarevan/status/1490735807799439364|2022-02-07 17:14:47+00:00|"Dizê Pirtûka
The book thief https://t.co/KBxGSnSUoS"||0|1|5
1482665974155423748|https://twitter.com/thewasteIands/status/1482665974155423748|2022-01-16 10:48:09+00:00|@satzuha a study in charlotte et the book thief (c’est très ambitieux)||0|0|0
1480927426960146440|https://twitter.com/howlsins/status/1480927426960146440|2022-01-11 15:39:47+00:00|"@fullsundiary_ ohhh je veux trop lire the book thief aussi! le passe miroir aussi !!
là j’ai lu the traitor queen, empire of storms (le t5 de throne of glass) et là je lis le t6 de throne of glass"||2|0|0
1480688952029888519|https://twitter.com/IordcieI/status/1480688952029888519|2022-01-10 23:52:10+00:00|@mamoriken_ the book thief / la voleuse de livres||1|0|0
1479262254159835140|https://twitter.com/IordcieI/status/1479262254159835140|2022-01-07 01:22:59+00:00|la façon dont jme régale avec the book thief je veux mm pas dormir tlm jsuis à fond dans l'histoire 🥲 mais jss fatiguée.||0|0|0
1478434251213361152|https://twitter.com/sapphicshows/status/1478434251213361152|2022-01-04 18:32:48+00:00|"sophie nélisse:
monsieur lazhar (2011)
the parent family (2011)
the book thief (2013)
pawn sacrifice (2014)
#Yellowjackets https://t.co/ZL9dtWGkrj"|'Yellowjackets'|1|2|23
1477693584656805900|https://twitter.com/odetothemoon_/status/1477693584656805900|2022-01-02 17:29:39+00:00|@wavesofsolace the book thief, tu l'as peut être déjà lu mais c'est un de mes livres préférés||1|0|0
1463597623613476869|https://twitter.com/444akemi/status/1463597623613476869|2021-11-24 19:57:20+00:00|g commencé the book thief e jm vrm comment c écrit pr l’instant||0|0|2
1454924566686543874|https://twitter.com/thisisalx_/status/1454924566686543874|2021-10-31 21:33:42+00:00|"- Libre d'aimer, Olivier Merle 
- Lou, Julien Neel 
- Circe, Madeline Miller ❤ 
- The handmaid's tale, Margaret Atwood 
- Le génie lesbien, Alice Coffin 
- La voleuse de livres/The book thief, Markus Zusak ❤
- La fille dans l'écran, Manon Desveaux ❤"||1|0|0
1453979915716489231|https://twitter.com/KulturEnFrance/status/1453979915716489231|2021-10-29 07:00:00+00:00|"📽 Ciné-club: "" The Book Thief/La Voleuse de livres "" de Brian Percival, États-Unis/Allemagne, 2013, 131 mn., vostfr ➡ t1p.de/xnot 🗓️ 5 nov., 19h30📍@MHH_Paris, Cité universitaire, 27 C Bld Jourdan #paris 14e @parisparisfr #cultureallemande https://t.co/qmC9gfCg0s"|'paris', 'cultureallemande'|0|1|4
1452681368975167491|https://twitter.com/pvrsephon/status/1452681368975167491|2021-10-25 17:00:02+00:00|"@sapphominous en series downton abbey / anne with an e / gentleman jack, the leftovers
en livres l’insoutenable légèreté de l’être, betty, the book thief, the priory of the orange tree, les liaisons dangereuses, le plus petit baiser jamais recensé"||0|0|1
1445265115708755969|https://twitter.com/urchaosdrc/status/1445265115708755969|2021-10-05 05:50:29+00:00|"Sophie Nélisse and I'll recommend The Book Thief

twitter.com/kaaarlvigo/sta…"||1|0|0
1436471403025403905|https://twitter.com/SalmaYas21/status/1436471403025403905|2021-09-10 23:27:25+00:00|"-SNK (malgré rhej à la fin)
-The book thief
-Friends twitter.com/gaak_fr/status…"||0|0|3
1434311685855191040|https://twitter.com/gamaria40/status/1434311685855191040|2021-09-05 00:25:28+00:00|@0kbyebye @_minaehyo The book thief ou si tu veux une série à lire il a percy Jackson||1|0|1
